Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Dorschel Nissan,3817 W Henrietta Rd,,Rochester,NY,14623,,585-334-9440,E,,Public - Call ahead,Dealership business hours,,,,,,3,,,Non-Networked,,200-8,43.077581,-77.641934,2020-06-09,44188,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Smithtown,535 Middle Country Rd,,St. James,NY,11780,,,E,,Public - Call ahead,Dealership business hours; contact 631-361-9696 for more information,,,,,,1,1,,Non-Networked,,200-9,40.859886,-73.162067,2022-03-07,44190,2022-03-07 19:49:53 UTC,P,,,2011-11-30,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Lia Nissan,2233 Central Ave,,Schenectady,NY,12304,,518-579-2000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,42.764517,-73.88522,2020-06-09,44192,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Gregoris Motors,555 W Merrick Rd,,Valley Stream,NY,11580,,516-825-8700,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,40.670497,-73.717206,2020-06-09,44201,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Legend Nissan,268 Jericho Turnpike,,Syosset,NY,11791,,516-496-8181,E,,Public,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,40.809865,-73.507761,2022-03-07,44203,2022-03-07 19:49:53 UTC,P,,,2011-11-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Serafini Nissan-Volvo,3101 Vestal Pkwy E,,Vestal,NY,13850,,607-729-3511,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,42.095812,-76.003703,2020-06-09,44204,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Poughkeepsie Nissan,1445 Route 9,,Wappingers Falls,NY,12590,,845-297-4314,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,41.587383,-73.908392,2020-06-09,44206,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Vision Nissan,785 Ridge Rd,,Webster,NY,14580,,585-787-2000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,43.204065,-77.478237,2020-06-09,44208,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Westbury,939 Old Country Rd,,Westbury,NY,11590,,516-338-5600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,40.753954,-73.561974,2020-06-09,44212,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,West Herr Nissan - Williamsville,8137 Main St,,Williamsville,NY,14221,,877-813-5387,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,42.96275,-78.691132,2020-06-09,44216,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Yorktown Heights,3495 Old Crompond Rd,,Yorktown Heights,NY,10598,,914-737-3500,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-8,41.289317,-73.835547,2022-02-10,44218,2022-02-10 19:42:29 UTC,P,,,2011-11-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Destination Nissan,770 Central Ave,,Albany,NY,12206,,518-438-8461,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,42.676971,-73.787334,2020-06-09,44317,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Mike Barney Nissan,3676 Sheridan Dr,,Amherst,NY,14226,,716-833-9888,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,42.979725,-78.797346,2020-06-09,44319,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Lebrun Nissan,396 Grant Ave,,Auburn,NY,13021,,315-253-7700,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,42.966894,-76.535879,2020-06-09,44321,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Star Nissan,20602 Northern Blvd,,Bayside,NY,11361,,718-423-0500,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,40.758245,-73.776954,2020-06-09,44323,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Rockland Nissan,608 Route 303,,Blauvelt,NY,10913,,845-358-6700,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,41.071072,-73.950866,2020-06-09,44325,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Bay Ridge Nissan,6501 5th Ave,,Brooklyn,NY,11220,,718-238-8000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,40.636324,-74.019228,2020-06-09,44327,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Kings Nissan,2758 Coney Island Ave,,Brooklyn,NY,11235,,718-376-0538,E,,Public - Call ahead,Dealership business hours; Nissan vehicle use only,,,,,,1,,,Non-Networked,,200-9,40.589167,-73.960707,2020-06-09,44329,2022-04-28 20:01:31 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Burdick Nissan,5885 E Circle Dr,,Cicero,NY,13039,,315-458-8915,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,43.147147,-76.114274,2020-06-09,44331,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Hoselton Nissan,66 Marsh Rd,,East Rochester,NY,14445,,585-385-3560,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,43.100001,-77.481422,2020-06-09,44333,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Rockaway Nissan,600 Burnside Ave,,Inwood,NY,11096,,516-239-0100,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,40.622268,-73.742699,2020-06-09,44336,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Maguire Nissan,504 S Meadow St,,Ithaca,NY,14850,,607-272-8000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,42.435042,-76.5088,2020-06-09,44338,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nemet Motors,153-12 Hillside Ave,,Jamaica,NY,11432,,718-523-5858,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,40.707242,-73.803844,2020-06-09,44342,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Treiber Nissan,320 N Comrie Ave,,Johnstown,NY,12095,,518-736-1300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,43.025044,-74.358103,2020-06-09,44344,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan - Garden City,316 N Franklin St,,Hempstead,NY,11550,,,E,,Public - Call ahead,Dealership business hours; contact 516-483-4400 for more information,,,,,,1,1,,Non-Networked,,GPS,40.71693,-73.630152,2022-02-10,44346,2022-02-10 19:42:29 UTC,P,,,2011-11-30,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Simmons Rockwell Nissan,224 Colonial Dr,,Horseheads,NY,14845,,,E,,Public - Call ahead,Dealership business hours; contact 607-398-6666 for more information,,,,,,1,1,,Non-Networked,,GPS,42.16246,-76.867435,2022-02-10,44348,2022-02-10 19:42:29 UTC,P,,,2011-11-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan - Huntington,850 E Jericho Turnpike,,Huntington Station,NY,11746,,,E,,Public - Call ahead,Dealership business hours; contact 631-439-7000 for more information,,,,,,1,1,,Non-Networked,,GPS,40.834455,-73.379693,2020-06-09,44350,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Kingston Nissan,140 Route 28,,Kingston,NY,12401,,845-338-3100,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,41.948965,-74.032033,2022-03-07,44352,2022-03-07 19:49:53 UTC,P,,,2011-11-30,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,West Herr Nissan,6069 S Transit Rd,,Lockport,NY,14094,,716-625-8889,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,43.128557,-78.696197,2020-06-09,44354,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan Kia - Middletown,4961 Route 17M,,New Hampton,NY,10958,,845-374-6555,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,41.40859,-74.413372,2020-06-09,44358,2021-03-11 23:22:17 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of New Rochelle,2533 Palmer Ave,,New Rochelle,NY,10801,,914-576-7600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,40.919104,-73.776645,2022-03-07,44360,2022-03-07 19:49:53 UTC,P,,,2011-11-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Baron Nissan,235 Glen Cove Rd,,Greenvale,NY,11548,,516-621-2300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,40.816267,-73.625869,2020-06-09,47721,2021-03-11 23:22:17 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Vision Nissan Greece,4000 W Ridge Rd,,Rochester,NY,14626,,585-227-3800,E,,Public - Call ahead,Dealership business hours,,,,,,3,,,Non-Networked,,200-9,43.216099,-77.73619,2020-06-09,49676,2021-03-11 23:22:17 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Central Avenue Nissan,1919 Central Park Ave,,Yonkers,NY,10710,,,E,,Public - Call ahead,Dealership business hours; Nissan use only; contact 914-961-3900 for more information,,,,,,1,1,,Non-Networked,,GPS,40.964447,-73.840117,2020-06-09,49678,2022-04-28 20:01:31 UTC,P,,,2016-04-05,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Shults Nissan,311 Fluvanna Ave,,Jamestown,NY,14701,,716-484-2780,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,42.115661,-79.253776,2020-06-09,49932,2021-03-11 23:22:17 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Queens,9325 Rockaway Blvd,,Ozone Park,NY,11417,,718-835-8300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,40.68117,-73.845621,2020-06-09,49938,2021-03-11 23:22:17 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Town of Penfield - Library,1985 Baird Rd,,Penfield,NY,14526,,585-340-8720,E,,Public,6am-9pm daily,,,,,,1,,,Non-Networked,,200-9,43.137476,-77.465214,2021-06-07,49941,2022-02-10 19:42:29 UTC,LG,,,2012-04-01,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,
ELEC,ShopRite Plaza,2333 Nott St E,,Niskayuna,NY,12309,,518-243-4565,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,42.816614,-73.889657,2021-05-06,50854,2022-02-10 19:42:29 UTC,P,,,2021-04-20,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,
ELEC,TRICITYRENTALS WOODLAKE 2,61 Woodlake Rd N,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.677277,-73.84716,2022-06-01,51095,2022-06-01 01:56:17 UTC,,,,2013-02-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Fairport Village Landing,100 Fairport Village Landing,Adjacent to parking garage ramp near Perrin St,Fairport,NY,14450,,585-223-9500,E,,Public,24 hours daily,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,43.100514,-77.443475,2021-06-07,51537,2021-12-06 18:36:15 UTC,LG,,,2019-02-27,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,
ELEC,Lucas Ford,3245 Hortons Ln,,Southold,NY,11971,,,E,,Public,Dealership business hours; Dealership permission required,,,,,,2,,,Non-Networked,,200-9,41.069942,-72.43726,2021-06-07,52063,2022-05-17 03:27:27 UTC,P,,,2013-02-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Ruge's Chevrolet,3692 Route 44,,Millbrook,NY,12545,,845-444-3039,E,,Public - Call ahead,Dealership business hours; for customer use only,,,,,,1,,,Non-Networked,,200-9,41.791563,-73.659717,2021-06-07,53442,2022-04-28 20:01:31 UTC,P,,,2012-10-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Henderson Ford,810 E Ridge Rd,Located in front of and on the west side of the building,Webster,NY,14580,,585-787-1700,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,43.205714,-77.476722,2021-06-07,53975,2022-02-10 19:42:29 UTC,P,,,2013-09-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Steet-Ponte Ford Lincoln Mazda,5074 Commercial Dr,,Yorkville,NY,13495,,315-736-3381,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,43.110055,-75.293478,2021-06-07,53976,2022-02-10 19:42:29 UTC,P,,,2013-11-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,ADELPHI UNIV STATION 01,1 South Ave,,Garden City,NY,11530,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.719618,-73.649987,2022-06-01,60739,2022-06-01 02:07:20 UTC,,,,2014-03-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ROCHESTER NY WASH SQ GARAGE2,111 Woodbury Blvd,,Rochester,NY,14607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.152697,-77.603915,2022-06-01,61063,2022-06-01 01:51:15 UTC,,,,2014-04-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ROCHESTER NY COURT ST 2,194 Court St,,Rochester,NY,14604,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.15395,-77.607471,2022-06-01,61065,2022-06-01 01:58:40 UTC,,,,2014-04-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ROCHESTER NY PORT OF ROCH 1,1000 N River St,,Rochester,NY,14612,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.256302,-77.606672,2022-06-01,61213,2022-06-01 01:58:32 UTC,,,,2014-04-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Broccolo Tree and Lawncare Garden Center,2755 Penfield Rd,,Fairport,NY,14450,,585-424-4476,E,,Public,8am-5pm daily,A Cash D M V,,,,,1,,,Non-Networked,,200-9,43.129935,-77.386788,2022-03-07,61760,2022-03-07 19:49:53 UTC,P,,,2013-09-01,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,
ELEC,ROCHESTER NY PUBLC MARKET,39 Trinidad St,,Rochester,NY,14605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.16603,-77.591324,2022-06-01,62307,2022-06-01 01:58:22 UTC,,,,2014-06-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Village of Spencerport - Town Hall,27 West Ave,Located behind the Village office at South Union Street (Rt. 259),Spencerport,NY,14559,,585-352-4771,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,43.191311,-77.801933,2022-03-07,63140,2022-03-07 19:49:53 UTC,LG,,,2014-07-20,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,
ELEC,Niagara Falls International Airport,2035 Niagara Falls Blvd,Located in parking lot 1 in front of the terminal,Niagara Falls,NY,14304,,716-855-7300,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,43.101378,-78.941072,2021-05-06,63478,2022-02-10 19:42:29 UTC,P,,,2014-09-19,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,
ELEC,Buffalo Niagara International Airport,4200 Genesee St,"Located on Level 1, section F-2 in the Daily/Hourly Parking Garage",Buffalo,NY,14225,,716-630-6191,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,GPS,42.933441,-78.731633,2021-05-06,63479,2022-02-10 19:42:29 UTC,P,,,2014-12-31,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,
ELEC,Towne Ford Lincoln,3535 Southwestern Blvd,,Orchard Park,NY,14075,,716-662-6500,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,42.786617,-78.761212,2021-06-07,63643,2022-02-10 19:42:29 UTC,P,,,2014-01-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
